entry,at,order
"""Big Kenny @ kjkGhe-DIG"" shows a K♠, J♥.",2022-07-21T21:40:11.801Z,165843961180101
"Uncalled bet of 300 returned to ""Big Kenny @ kjkGhe-DIG""",2022-07-21T21:40:11.801Z,165843961180100
"""Mathematician @ SkC_IGMS6x"" folds",2022-07-21T21:40:10.988Z,165843961098800
"""Big Kenny @ kjkGhe-DIG"" bets 300",2022-07-21T21:40:06.188Z,165843960618800
"""Mathematician @ SkC_IGMS6x"" checks",2022-07-21T21:40:04.130Z,165843960413000
"River: 5♥, 2♠, 2♣, 5♦ [K♣]",2022-07-21T21:40:01.389Z,165843960138900
"""Big Kenny @ kjkGhe-DIG"" checks",2022-07-21T21:40:00.523Z,165843960052300
"""Mathematician @ SkC_IGMS6x"" checks",2022-07-21T21:39:59.534Z,165843959953400
"Turn: 5♥, 2♠, 2♣ [5♦]",2022-07-21T21:39:57.382Z,165843959738200
"""Big Kenny @ kjkGhe-DIG"" checks",2022-07-21T21:39:56.557Z,165843959655700
"""Mathematician @ SkC_IGMS6x"" checks",2022-07-21T21:39:55.655Z,165843959565500
"Flop:  [5♥, 2♠, 2♣]",2022-07-21T21:39:52.906Z,165843959290600
"""Mathematician @ SkC_IGMS6x"" checks",2022-07-21T21:39:52.030Z,165843959203000
"""LindaD @ SlQ0PfdcTW"" calls 160 and go all in",2022-07-21T21:39:49.346Z,165843958934600
"""Big Kenny @ kjkGhe-DIG"" calls 300",2022-07-21T21:39:46.849Z,165843958684900
"""Mathematician @ SkC_IGMS6x"" posts a big blind of 300",2022-07-21T21:39:41.099Z,165843958109906
"""LindaD @ SlQ0PfdcTW"" posts a small blind of 150",2022-07-21T21:39:41.099Z,165843958109905
"Your hand is K♠, J♥",2022-07-21T21:39:41.099Z,165843958109902
"Player stacks: #4 ""Big Kenny @ kjkGhe-DIG"" (6355) | #5 ""LindaD @ SlQ0PfdcTW"" (160) | #6 ""Mathematician @ SkC_IGMS6x"" (1485)",2022-07-21T21:39:41.099Z,165843958109901
"-- starting hand #37  (No Limit Texas Hold'em) (dealer: ""Big Kenny @ kjkGhe-DIG"") --",2022-07-21T21:39:41.099Z,165843958109900
"-- ending hand #36 --",2022-07-21T21:39:38.164Z,165843957816402
"""Mathematician @ SkC_IGMS6x"" collected 750 from pot",2022-07-21T21:39:38.164Z,165843957816401
"Uncalled bet of 300 returned to ""Mathematician @ SkC_IGMS6x""",2022-07-21T21:39:38.164Z,165843957816400
"""LindaD @ SlQ0PfdcTW"" folds",2022-07-21T21:39:37.312Z,165843957731200
"""Mathematician @ SkC_IGMS6x"" bets 300",2022-07-21T21:39:30.576Z,165843957057600
"""LindaD @ SlQ0PfdcTW"" checks",2022-07-21T21:39:29.025Z,165843956902500
"Flop:  [J♥, J♣, 7♥]",2022-07-21T21:39:25.935Z,165843956593500
"""LindaD @ SlQ0PfdcTW"" checks",2022-07-21T21:39:25.123Z,165843956512300
"""Big Kenny @ kjkGhe-DIG"" folds",2022-07-21T21:39:22.032Z,165843956203200
"""Mathematician @ SkC_IGMS6x"" calls 300",2022-07-21T21:39:21.167Z,165843956116700
"""LindaD @ SlQ0PfdcTW"" posts a big blind of 300",2022-07-21T21:39:14.875Z,165843955487509
"""Big Kenny @ kjkGhe-DIG"" posts a small blind of 150",2022-07-21T21:39:14.875Z,165843955487508
"Your hand is 7♣, 4♣",2022-07-21T21:39:14.875Z,165843955487505
"Player stacks: #4 ""Big Kenny @ kjkGhe-DIG"" (6505) | #5 ""LindaD @ SlQ0PfdcTW"" (460) | #6 ""Mathematician @ SkC_IGMS6x"" (1035)",2022-07-21T21:39:14.875Z,165843955487504
"-- starting hand #36  (No Limit Texas Hold'em) (dead button) --",2022-07-21T21:39:14.875Z,165843955487503
"The game's big blind was changed from 200 to 300.",2022-07-21T21:39:14.875Z,165843955487502
"The game's small blind was changed from 100 to 150.",2022-07-21T21:39:14.875Z,165843955487501
"The player ""Jojo Wincherst @ q5q5h0tx8Q"" quits the game with a stack of 0.",2022-07-21T21:39:14.875Z,165843955487500
"-- ending hand #35 --",2022-07-21T21:39:08.871Z,165843954887101
"""Big Kenny @ kjkGhe-DIG"" collected 1030 from pot with Pair, Q's (combination: Q♦, Q♠, K♥, J♠, 10♣)",2022-07-21T21:39:08.871Z,165843954887100
"River: 6♠, 3♥, 10♣, J♠ [Q♠]",2022-07-21T21:39:04.865Z,165843954486500
"Turn: 6♠, 3♥, 10♣ [J♠]",2022-07-21T21:39:00.783Z,165843954078300
"Flop:  [6♠, 3♥, 10♣]",2022-07-21T21:38:56.709Z,165843953670900
"""Big Kenny @ kjkGhe-DIG"" shows a Q♦, K♥.",2022-07-21T21:38:52.661Z,165843953266101
"""Jojo Wincherst @ q5q5h0tx8Q"" shows a K♠, 10♥.",2022-07-21T21:38:52.661Z,165843953266100
"""Big Kenny @ kjkGhe-DIG"" calls 515",2022-07-21T21:38:51.835Z,165843953183500
"""Jojo Wincherst @ q5q5h0tx8Q"" raises to 515 and go all in",2022-07-21T21:38:49.800Z,165843952980000
"""Big Kenny @ kjkGhe-DIG"" raises to 400",2022-07-21T21:38:45.189Z,165843952518900
"""Jojo Wincherst @ q5q5h0tx8Q"" calls 200",2022-07-21T21:38:39.350Z,165843951935000
"""Mathematician @ SkC_IGMS6x"" folds",2022-07-21T21:38:38.163Z,165843951816300
"""LindaD @ SlQ0PfdcTW"" folds",2022-07-21T21:38:36.322Z,165843951632200
"""Big Kenny @ kjkGhe-DIG"" posts a big blind of 200",2022-07-21T21:38:33.227Z,165843951322707
"""Jojo Wincherst @ q5q5h0tx8Q"" posts a small blind of 100",2022-07-21T21:38:33.227Z,165843951322706
"Your hand is Q♦, K♥",2022-07-21T21:38:33.227Z,165843951322703
"Player stacks: #1 ""Jojo Wincherst @ q5q5h0tx8Q"" (515) | #4 ""Big Kenny @ kjkGhe-DIG"" (5990) | #5 ""LindaD @ SlQ0PfdcTW"" (460) | #6 ""Mathematician @ SkC_IGMS6x"" (1035)",2022-07-21T21:38:33.227Z,165843951322701
"-- starting hand #35  (No Limit Texas Hold'em) (dealer: ""Mathematician @ SkC_IGMS6x"") --",2022-07-21T21:38:33.227Z,165843951322700
"-- ending hand #34 --",2022-07-21T21:38:30.287Z,165843951028702
"""Mathematician @ SkC_IGMS6x"" collected 400 from pot",2022-07-21T21:38:30.287Z,165843951028701
"Uncalled bet of 200 returned to ""Mathematician @ SkC_IGMS6x""",2022-07-21T21:38:30.287Z,165843951028700
"""Jojo Wincherst @ q5q5h0tx8Q"" folds",2022-07-21T21:38:29.466Z,165843950946600
"""Mathematician @ SkC_IGMS6x"" bets 200",2022-07-21T21:38:26.875Z,165843950687500
"Flop:  [5♥, 2♦, Q♦]",2022-07-21T21:38:24.212Z,165843950421200
"""Jojo Wincherst @ q5q5h0tx8Q"" checks",2022-07-21T21:38:23.394Z,165843950339400
"""Mathematician @ SkC_IGMS6x"" calls 200",2022-07-21T21:38:22.534Z,165843950253400
"""LindaD @ SlQ0PfdcTW"" folds",2022-07-21T21:38:20.963Z,165843950096300
"""Big Kenny @ kjkGhe-DIG"" folds",2022-07-21T21:38:17.032Z,165843949703200
"""Jojo Wincherst @ q5q5h0tx8Q"" posts a big blind of 200",2022-07-21T21:38:15.487Z,165843949548707
"""Mathematician @ SkC_IGMS6x"" posts a small blind of 100",2022-07-21T21:38:15.487Z,165843949548706
"Your hand is 10♥, 4♠",2022-07-21T21:38:15.487Z,165843949548703
"Player stacks: #1 ""Jojo Wincherst @ q5q5h0tx8Q"" (715) | #4 ""Big Kenny @ kjkGhe-DIG"" (5990) | #5 ""LindaD @ SlQ0PfdcTW"" (460) | #6 ""Mathematician @ SkC_IGMS6x"" (835)",2022-07-21T21:38:15.487Z,165843949548701
"-- starting hand #34  (No Limit Texas Hold'em) (dealer: ""LindaD @ SlQ0PfdcTW"") --",2022-07-21T21:38:15.487Z,165843949548700
"-- ending hand #33 --",2022-07-21T21:38:12.539Z,165843949253902
"""Mathematician @ SkC_IGMS6x"" collected 200 from pot",2022-07-21T21:38:12.539Z,165843949253901
"Uncalled bet of 100 returned to ""Mathematician @ SkC_IGMS6x""",2022-07-21T21:38:12.539Z,165843949253900
"""LindaD @ SlQ0PfdcTW"" folds",2022-07-21T21:38:11.681Z,165843949168100
"""Big Kenny @ kjkGhe-DIG"" folds",2022-07-21T21:38:07.271Z,165843948727100
"""Jojo Wincherst @ q5q5h0tx8Q"" folds",2022-07-21T21:38:06.356Z,165843948635600
"""Mathematician @ SkC_IGMS6x"" posts a big blind of 200",2022-07-21T21:38:03.872Z,165843948387207
"""LindaD @ SlQ0PfdcTW"" posts a small blind of 100",2022-07-21T21:38:03.872Z,165843948387206
"Your hand is 8♠, 3♣",2022-07-21T21:38:03.872Z,165843948387203
"Player stacks: #1 ""Jojo Wincherst @ q5q5h0tx8Q"" (715) | #4 ""Big Kenny @ kjkGhe-DIG"" (5990) | #5 ""LindaD @ SlQ0PfdcTW"" (560) | #6 ""Mathematician @ SkC_IGMS6x"" (735)",2022-07-21T21:38:03.872Z,165843948387201
"-- starting hand #33  (No Limit Texas Hold'em) (dealer: ""Big Kenny @ kjkGhe-DIG"") --",2022-07-21T21:38:03.872Z,165843948387200
"-- ending hand #32 --",2022-07-21T21:38:00.931Z,165843948093102
"""Mathematician @ SkC_IGMS6x"" collected 500 from pot",2022-07-21T21:38:00.931Z,165843948093101
"Uncalled bet of 200 returned to ""Mathematician @ SkC_IGMS6x""",2022-07-21T21:38:00.931Z,165843948093100
"""LindaD @ SlQ0PfdcTW"" folds",2022-07-21T21:38:00.071Z,165843948007100
"""Mathematician @ SkC_IGMS6x"" bets 200",2022-07-21T21:37:52.822Z,165843947282200
"""LindaD @ SlQ0PfdcTW"" checks",2022-07-21T21:37:51.195Z,165843947119500
"Flop:  [J♥, 10♥, J♦]",2022-07-21T21:37:47.727Z,165843946772700
"""LindaD @ SlQ0PfdcTW"" checks",2022-07-21T21:37:46.866Z,165843946686600
"""Big Kenny @ kjkGhe-DIG"" folds",2022-07-21T21:37:45.259Z,165843946525900
"""Jojo Wincherst @ q5q5h0tx8Q"" folds",2022-07-21T21:37:41.955Z,165843946195500
"""Mathematician @ SkC_IGMS6x"" calls 200",2022-07-21T21:37:41.087Z,165843946108700
"""LindaD @ SlQ0PfdcTW"" posts a big blind of 200",2022-07-21T21:37:35.521Z,165843945552107
"""Big Kenny @ kjkGhe-DIG"" posts a small blind of 100",2022-07-21T21:37:35.521Z,165843945552106
"Your hand is 6♥, 9♥",2022-07-21T21:37:35.521Z,165843945552103
"Player stacks: #1 ""Jojo Wincherst @ q5q5h0tx8Q"" (715) | #4 ""Big Kenny @ kjkGhe-DIG"" (6090) | #5 ""LindaD @ SlQ0PfdcTW"" (760) | #6 ""Mathematician @ SkC_IGMS6x"" (435)",2022-07-21T21:37:35.521Z,165843945552101
"-- starting hand #32  (No Limit Texas Hold'em) (dealer: ""Jojo Wincherst @ q5q5h0tx8Q"") --",2022-07-21T21:37:35.521Z,165843945552100
"-- ending hand #31 --",2022-07-21T21:37:32.571Z,165843945257102
"""Big Kenny @ kjkGhe-DIG"" collected 200 from pot",2022-07-21T21:37:32.571Z,165843945257101
"Uncalled bet of 100 returned to ""Big Kenny @ kjkGhe-DIG""",2022-07-21T21:37:32.571Z,165843945257100
"""Jojo Wincherst @ q5q5h0tx8Q"" folds",2022-07-21T21:37:31.744Z,165843945174400
"""Mathematician @ SkC_IGMS6x"" folds",2022-07-21T21:37:30.840Z,165843945084000
"""LindaD @ SlQ0PfdcTW"" folds",2022-07-21T21:37:28.967Z,165843944896700
"""Big Kenny @ kjkGhe-DIG"" posts a big blind of 200",2022-07-21T21:37:24.913Z,165843944491307
"""Jojo Wincherst @ q5q5h0tx8Q"" posts a small blind of 100",2022-07-21T21:37:24.913Z,165843944491306
"Your hand is 4♣, 5♥",2022-07-21T21:37:24.913Z,165843944491303
"Player stacks: #1 ""Jojo Wincherst @ q5q5h0tx8Q"" (815) | #4 ""Big Kenny @ kjkGhe-DIG"" (5990) | #5 ""LindaD @ SlQ0PfdcTW"" (760) | #6 ""Mathematician @ SkC_IGMS6x"" (435)",2022-07-21T21:37:24.913Z,165843944491301
"-- starting hand #31  (No Limit Texas Hold'em) (dealer: ""Mathematician @ SkC_IGMS6x"") --",2022-07-21T21:37:24.913Z,165843944491300
"-- ending hand #30 --",2022-07-21T21:37:21.962Z,165843944196202
"""Jojo Wincherst @ q5q5h0tx8Q"" collected 400 from pot",2022-07-21T21:37:21.962Z,165843944196201
"Uncalled bet of 200 returned to ""Jojo Wincherst @ q5q5h0tx8Q""",2022-07-21T21:37:21.962Z,165843944196200
"""Mathematician @ SkC_IGMS6x"" folds",2022-07-21T21:37:21.149Z,165843944114900
"""Jojo Wincherst @ q5q5h0tx8Q"" bets 200",2022-07-21T21:37:18.599Z,165843943859900
"""Mathematician @ SkC_IGMS6x"" checks",2022-07-21T21:37:17.282Z,165843943728200
"River: J♣, 7♠, J♦, 5♣ [K♠]",2022-07-21T21:37:07.144Z,165843942714400
"""Jojo Wincherst @ q5q5h0tx8Q"" checks",2022-07-21T21:37:06.315Z,165843942631500
"""Mathematician @ SkC_IGMS6x"" checks",2022-07-21T21:37:05.352Z,165843942535200
"Turn: J♣, 7♠, J♦ [5♣]",2022-07-21T21:37:03.070Z,165843942307000
"""Jojo Wincherst @ q5q5h0tx8Q"" checks",2022-07-21T21:37:02.246Z,165843942224600
"""Mathematician @ SkC_IGMS6x"" checks",2022-07-21T21:37:00.969Z,165843942096900
"Flop:  [J♣, 7♠, J♦]",2022-07-21T21:36:55.203Z,165843941520300
"""Jojo Wincherst @ q5q5h0tx8Q"" checks",2022-07-21T21:36:54.356Z,165843941435600
"""Mathematician @ SkC_IGMS6x"" calls 200",2022-07-21T21:36:53.487Z,165843941348700
"""LindaD @ SlQ0PfdcTW"" folds",2022-07-21T21:36:49.477Z,165843940947700
"""Big Kenny @ kjkGhe-DIG"" folds",2022-07-21T21:36:46.001Z,165843940600100
"""Jojo Wincherst @ q5q5h0tx8Q"" posts a big blind of 200",2022-07-21T21:36:43.926Z,165843940392607
"""Mathematician @ SkC_IGMS6x"" posts a small blind of 100",2022-07-21T21:36:43.926Z,165843940392606
"Your hand is 4♣, 6♦",2022-07-21T21:36:43.926Z,165843940392603
"Player stacks: #1 ""Jojo Wincherst @ q5q5h0tx8Q"" (615) | #4 ""Big Kenny @ kjkGhe-DIG"" (5990) | #5 ""LindaD @ SlQ0PfdcTW"" (760) | #6 ""Mathematician @ SkC_IGMS6x"" (635)",2022-07-21T21:36:43.926Z,165843940392601
"-- starting hand #30  (No Limit Texas Hold'em) (dealer: ""LindaD @ SlQ0PfdcTW"") --",2022-07-21T21:36:43.926Z,165843940392600
"-- ending hand #29 --",2022-07-21T21:36:40.997Z,165843940099702
"""Mathematician @ SkC_IGMS6x"" collected 200 from pot",2022-07-21T21:36:40.997Z,165843940099701
"Uncalled bet of 100 returned to ""Mathematician @ SkC_IGMS6x""",2022-07-21T21:36:40.997Z,165843940099700
"""LindaD @ SlQ0PfdcTW"" folds",2022-07-21T21:36:40.170Z,165843940017000
"""Big Kenny @ kjkGhe-DIG"" folds",2022-07-21T21:36:37.348Z,165843939734800
"""Jojo Wincherst @ q5q5h0tx8Q"" folds",2022-07-21T21:36:33.188Z,165843939318800
"""Mathematician @ SkC_IGMS6x"" posts a big blind of 200",2022-07-21T21:36:31.718Z,165843939171807
"""LindaD @ SlQ0PfdcTW"" posts a small blind of 100",2022-07-21T21:36:31.718Z,165843939171806
"Your hand is 10♣, 7♠",2022-07-21T21:36:31.718Z,165843939171803
"Player stacks: #1 ""Jojo Wincherst @ q5q5h0tx8Q"" (615) | #4 ""Big Kenny @ kjkGhe-DIG"" (5990) | #5 ""LindaD @ SlQ0PfdcTW"" (860) | #6 ""Mathematician @ SkC_IGMS6x"" (535)",2022-07-21T21:36:31.718Z,165843939171801
"-- starting hand #29  (No Limit Texas Hold'em) (dealer: ""Big Kenny @ kjkGhe-DIG"") --",2022-07-21T21:36:31.718Z,165843939171800
"-- ending hand #28 --",2022-07-21T21:36:28.787Z,165843938878702
"""Big Kenny @ kjkGhe-DIG"" collected 400 from pot",2022-07-21T21:36:28.787Z,165843938878701
"Uncalled bet of 200 returned to ""Big Kenny @ kjkGhe-DIG""",2022-07-21T21:36:28.787Z,165843938878700
"""LindaD @ SlQ0PfdcTW"" folds",2022-07-21T21:36:27.926Z,165843938792600
"""Big Kenny @ kjkGhe-DIG"" bets 200",2022-07-21T21:36:16.991Z,165843937699100
"River: 9♠, 3♦, Q♦, J♦ [10♥]",2022-07-21T21:36:13.375Z,165843937337500
"""LindaD @ SlQ0PfdcTW"" checks",2022-07-21T21:36:12.532Z,165843937253200
"""Big Kenny @ kjkGhe-DIG"" checks",2022-07-21T21:36:09.385Z,165843936938500
"Turn: 9♠, 3♦, Q♦ [J♦]",2022-07-21T21:36:07.172Z,165843936717200
"""LindaD @ SlQ0PfdcTW"" checks",2022-07-21T21:36:06.326Z,165843936632600
"""Big Kenny @ kjkGhe-DIG"" checks",2022-07-21T21:35:59.919Z,165843935991900
"Flop:  [9♠, 3♦, Q♦]",2022-07-21T21:35:56.801Z,165843935680100
"""LindaD @ SlQ0PfdcTW"" checks",2022-07-21T21:35:55.998Z,165843935599800
"""Big Kenny @ kjkGhe-DIG"" calls 200",2022-07-21T21:35:40.160Z,165843934016000
"""Jojo Wincherst @ q5q5h0tx8Q"" folds",2022-07-21T21:35:38.108Z,165843933810800
"""Mathematician @ SkC_IGMS6x"" folds",2022-07-21T21:35:37.226Z,165843933722600
"""LindaD @ SlQ0PfdcTW"" posts a big blind of 200",2022-07-21T21:35:30.930Z,165843933093008
"""Big Kenny @ kjkGhe-DIG"" posts a small blind of 100",2022-07-21T21:35:30.930Z,165843933093007
"Your hand is J♥, 10♠",2022-07-21T21:35:30.930Z,165843933093004
"Player stacks: #1 ""Jojo Wincherst @ q5q5h0tx8Q"" (615) | #4 ""Big Kenny @ kjkGhe-DIG"" (5790) | #5 ""LindaD @ SlQ0PfdcTW"" (1060) | #6 ""Mathematician @ SkC_IGMS6x"" (535)",2022-07-21T21:35:30.930Z,165843933093002
"-- starting hand #28  (No Limit Texas Hold'em) (dead button) --",2022-07-21T21:35:30.930Z,165843933093001
"The player ""Mujip#3060 @ WjfpSUdWAD"" quits the game with a stack of 0.",2022-07-21T21:35:30.930Z,165843933093000
"-- ending hand #27 --",2022-07-21T21:35:24.872Z,165843932487201
"""Big Kenny @ kjkGhe-DIG"" collected 4508 from pot with Pair, J's (combination: J♥, J♦, A♦, 7♠, 6♠)",2022-07-21T21:35:24.872Z,165843932487200
"River: 7♠, J♦, 6♠, A♦ [5♦]",2022-07-21T21:35:20.857Z,165843932085700
"""Big Kenny @ kjkGhe-DIG"" shows a J♥, 4♠.",2022-07-21T21:35:16.782Z,165843931678201
"""Mujip#3060 @ WjfpSUdWAD"" shows a 8♠, 8♥.",2022-07-21T21:35:16.782Z,165843931678200
"""Big Kenny @ kjkGhe-DIG"" calls 1254",2022-07-21T21:35:15.963Z,165843931596300
"""Mujip#3060 @ WjfpSUdWAD"" bets 1254 and go all in",2022-07-21T21:35:14.337Z,165843931433700
"Turn: 7♠, J♦, 6♠ [A♦]",2022-07-21T21:35:10.250Z,165843931025000
"""Big Kenny @ kjkGhe-DIG"" calls 600",2022-07-21T21:35:09.402Z,165843930940200
"""Mujip#3060 @ WjfpSUdWAD"" bets 600",2022-07-21T21:35:08.062Z,165843930806200
"Flop:  [7♠, J♦, 6♠]",2022-07-21T21:35:00.896Z,165843930089600
"""Big Kenny @ kjkGhe-DIG"" calls 400",2022-07-21T21:35:00.047Z,165843930004700
"""Mujip#3060 @ WjfpSUdWAD"" raises to 400",2022-07-21T21:34:54.964Z,165843929496400
"""Jojo Wincherst @ q5q5h0tx8Q"" folds",2022-07-21T21:34:51.859Z,165843929185900
"""Mathematician @ SkC_IGMS6x"" folds",2022-07-21T21:34:50.943Z,165843929094300
"""LindaD @ SlQ0PfdcTW"" folds",2022-07-21T21:34:48.021Z,165843928802100
"""Big Kenny @ kjkGhe-DIG"" posts a big blind of 200",2022-07-21T21:34:46.227Z,165843928622708
"""Mujip#3060 @ WjfpSUdWAD"" posts a small blind of 100",2022-07-21T21:34:46.227Z,165843928622707
"Your hand is J♥, 4♠",2022-07-21T21:34:46.227Z,165843928622704
"Player stacks: #1 ""Jojo Wincherst @ q5q5h0tx8Q"" (615) | #3 ""Mujip#3060 @ WjfpSUdWAD"" (2254) | #4 ""Big Kenny @ kjkGhe-DIG"" (3536) | #5 ""LindaD @ SlQ0PfdcTW"" (1060) | #6 ""Mathematician @ SkC_IGMS6x"" (535)",2022-07-21T21:34:46.227Z,165843928622701
"-- starting hand #27  (No Limit Texas Hold'em) (dealer: ""Jojo Wincherst @ q5q5h0tx8Q"") --",2022-07-21T21:34:46.227Z,165843928622700
"-- ending hand #26 --",2022-07-21T21:34:43.225Z,165843928322502
"""Mujip#3060 @ WjfpSUdWAD"" collected 200 from pot",2022-07-21T21:34:43.225Z,165843928322501
"Uncalled bet of 100 returned to ""Mujip#3060 @ WjfpSUdWAD""",2022-07-21T21:34:43.225Z,165843928322500
"""Jojo Wincherst @ q5q5h0tx8Q"" folds",2022-07-21T21:34:42.419Z,165843928241900
"""Mathematician @ SkC_IGMS6x"" folds",2022-07-21T21:34:41.109Z,165843928110900
"""LindaD @ SlQ0PfdcTW"" folds",2022-07-21T21:34:39.900Z,165843927990000
"""Big Kenny @ kjkGhe-DIG"" folds",2022-07-21T21:34:39.034Z,165843927903400
"""Mujip#3060 @ WjfpSUdWAD"" posts a big blind of 200",2022-07-21T21:34:36.022Z,165843927602208
"""Jojo Wincherst @ q5q5h0tx8Q"" posts a small blind of 100",2022-07-21T21:34:36.022Z,165843927602207
"Your hand is 3♠, A♥",2022-07-21T21:34:36.022Z,165843927602204
"Player stacks: #1 ""Jojo Wincherst @ q5q5h0tx8Q"" (715) | #3 ""Mujip#3060 @ WjfpSUdWAD"" (2154) | #4 ""Big Kenny @ kjkGhe-DIG"" (3536) | #5 ""LindaD @ SlQ0PfdcTW"" (1060) | #6 ""Mathematician @ SkC_IGMS6x"" (535)",2022-07-21T21:34:36.022Z,165843927602201
"-- starting hand #26  (No Limit Texas Hold'em) (dealer: ""Mathematician @ SkC_IGMS6x"") --",2022-07-21T21:34:36.022Z,165843927602200
"-- ending hand #25 --",2022-07-21T21:34:33.023Z,165843927302302
"""Mujip#3060 @ WjfpSUdWAD"" collected 500 from pot",2022-07-21T21:34:33.023Z,165843927302301
"Uncalled bet of 1654 returned to ""Mujip#3060 @ WjfpSUdWAD""",2022-07-21T21:34:33.023Z,165843927302300
"""Jojo Wincherst @ q5q5h0tx8Q"" folds",2022-07-21T21:34:32.119Z,165843927211900
"""Mathematician @ SkC_IGMS6x"" folds",2022-07-21T21:34:30.462Z,165843927046200
"""LindaD @ SlQ0PfdcTW"" folds",2022-07-21T21:34:28.336Z,165843926833600
"""Big Kenny @ kjkGhe-DIG"" folds",2022-07-21T21:34:27.500Z,165843926750000
"""Mujip#3060 @ WjfpSUdWAD"" raises to 1854 and go all in",2022-07-21T21:34:16.844Z,165843925684400
"""Jojo Wincherst @ q5q5h0tx8Q"" posts a big blind of 200",2022-07-21T21:34:14.700Z,165843925470010
"""Mathematician @ SkC_IGMS6x"" posts a small blind of 100",2022-07-21T21:34:14.700Z,165843925470009
"Your hand is 8♦, 7♦",2022-07-21T21:34:14.700Z,165843925470006
"Player stacks: #1 ""Jojo Wincherst @ q5q5h0tx8Q"" (915) | #3 ""Mujip#3060 @ WjfpSUdWAD"" (1854) | #4 ""Big Kenny @ kjkGhe-DIG"" (3536) | #5 ""LindaD @ SlQ0PfdcTW"" (1060) | #6 ""Mathematician @ SkC_IGMS6x"" (635)",2022-07-21T21:34:14.700Z,165843925470003
"-- starting hand #25  (No Limit Texas Hold'em) (dealer: ""LindaD @ SlQ0PfdcTW"") --",2022-07-21T21:34:14.700Z,165843925470002
"The game's big blind was changed from 150 to 200.",2022-07-21T21:34:14.700Z,165843925470001
"The game's small blind was changed from 75 to 100.",2022-07-21T21:34:14.700Z,165843925470000
"-- ending hand #24 --",2022-07-21T21:34:08.697Z,165843924869701
"""Mathematician @ SkC_IGMS6x"" collected 635 from pot with Two Pair, K's & 2's (combination: K♠, K♣, 2♥, 2♦, Q♥)",2022-07-21T21:34:08.697Z,165843924869700
"River: 2♦, Q♥, 5♥, 8♦ [K♣]",2022-07-21T21:34:04.695Z,165843924469500
"Turn: 2♦, Q♥, 5♥ [8♦]",2022-07-21T21:34:00.651Z,165843924065100
"Flop:  [2♦, Q♥, 5♥]",2022-07-21T21:33:56.605Z,165843923660500
"""Mathematician @ SkC_IGMS6x"" shows a K♠, 2♥.",2022-07-21T21:33:52.590Z,165843923259002
"""Mujip#3060 @ WjfpSUdWAD"" shows a Q♦, 6♣.",2022-07-21T21:33:52.590Z,165843923259001
"Uncalled bet of 1854 returned to ""Mujip#3060 @ WjfpSUdWAD""",2022-07-21T21:33:52.590Z,165843923259000
"""Mathematician @ SkC_IGMS6x"" calls 280 and go all in",2022-07-21T21:33:51.733Z,165843923173300
"""LindaD @ SlQ0PfdcTW"" folds",2022-07-21T21:33:43.533Z,165843922353300
"""Big Kenny @ kjkGhe-DIG"" folds",2022-07-21T21:33:38.978Z,165843921897800
"""Mujip#3060 @ WjfpSUdWAD"" raises to 2134 and go all in",2022-07-21T21:33:37.989Z,165843921798900
"""Jojo Wincherst @ q5q5h0tx8Q"" folds",2022-07-21T21:33:31.066Z,165843921106600
"""Mathematician @ SkC_IGMS6x"" posts a big blind of 150",2022-07-21T21:33:29.781Z,165843920978108
"""LindaD @ SlQ0PfdcTW"" posts a small blind of 75",2022-07-21T21:33:29.781Z,165843920978107
"Your hand is K♥, 5♦",2022-07-21T21:33:29.781Z,165843920978104
"Player stacks: #1 ""Jojo Wincherst @ q5q5h0tx8Q"" (915) | #3 ""Mujip#3060 @ WjfpSUdWAD"" (2134) | #4 ""Big Kenny @ kjkGhe-DIG"" (3536) | #5 ""LindaD @ SlQ0PfdcTW"" (1135) | #6 ""Mathematician @ SkC_IGMS6x"" (280)",2022-07-21T21:33:29.781Z,165843920978101
"-- starting hand #24  (No Limit Texas Hold'em) (dealer: ""Big Kenny @ kjkGhe-DIG"") --",2022-07-21T21:33:29.781Z,165843920978100
"-- ending hand #23 --",2022-07-21T21:33:23.773Z,165843920377302
"""Mujip#3060 @ WjfpSUdWAD"" collected 165 from pot with Pair, 9's (combination: 9♠, 9♦, A♦, 8♠, 7♠)",2022-07-21T21:33:23.773Z,165843920377301
"""Mathematician @ SkC_IGMS6x"" collected 280 from pot with Pair, A's (combination: A♠, A♦, 9♦, 8♠, 7♠)",2022-07-21T21:33:23.773Z,165843920377300
"River: A♦, 7♠, 8♠, 9♦ [3♣]",2022-07-21T21:33:19.675Z,165843919967500
"Turn: A♦, 7♠, 8♠ [9♦]",2022-07-21T21:33:15.647Z,165843919564700
"Flop:  [A♦, 7♠, 8♠]",2022-07-21T21:33:11.610Z,165843919161000
"""Mathematician @ SkC_IGMS6x"" shows a A♠, 4♣.",2022-07-21T21:33:07.599Z,165843918759902
"""Mujip#3060 @ WjfpSUdWAD"" shows a 9♠, 4♠.",2022-07-21T21:33:07.599Z,165843918759901
"Uncalled bet of 1969 returned to ""Mujip#3060 @ WjfpSUdWAD""",2022-07-21T21:33:07.599Z,165843918759900
"""LindaD @ SlQ0PfdcTW"" folds",2022-07-21T21:33:06.784Z,165843918678400
"""Big Kenny @ kjkGhe-DIG"" folds",2022-07-21T21:33:05.234Z,165843918523400
